time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-26T19:55:06.809Z,34.72516667,-98.45083333,3.88,1.11,ml,29,92,0.271746674,0.51,ok,ok2020kigw,2020-05-27T15:24:10.060Z,4 km E of Medicine Park. Oklahoma,earthquake,,2.4,0.21,11,reviewed,ok,ok
2020-05-26T19:54:15.775Z,-7635,127.5756,165.27,4.4,mb,,83,3705,1.4,us,us6000a4j0,2020-06-20T19:24:51.040Z,116 km NNE of Lospalos. Timor Leste,earthquake,8,5.9,311,4,reviewed,us,us
2020-05-26T19:53:47.280Z,38.2038,-117786,2.6,1.4,ml,17,59.97,51,0.06,nn,nn00735654,2020-05-26T20:01:35.155Z,35 km SE of Mina. Nevada,earthquake,,1,,,automatic,nn,nn
2020-05-26T19:53:46.400Z,32.7123333,-115.7691667,10.2,3.59,ml,61,43,0.05631,0.3,ci,ci39218391,2020-06-20T19:22:38.673Z,21km E of Ocotillo. CA,earthquake,0.29,0.49,158,105,reviewed,ci,ci
2020-05-26T19:52:37.800Z,35994,-120.5495,3.03,1.04,md,27,69,0.0186,0.08,nc,nc73396621,2020-06-04T06:10:04.531Z,15km NW of Parkfield. CA,earthquake,0.25,0.45,271,11,reviewed,nc,nc
2020-05-26T19:51:24.140Z,38.1967,-117.7812,0,1,ml,10,98.55,0.06,0.21,nn,nn00735653,2020-05-26T19:54:51.802Z,35 km SE of Mina. Nevada,earthquake,,14.6,,,automatic,nn,nn
2020-05-26T19:43:50.320Z,52.0725,-176.1105,5.1,-0.33,ml,4,206,0.03687,0.1,av,av70896859,2020-05-28T01:55:34.120Z,42 km ENE of Adak. Alaska,earthquake,0.45,0.79,0.2,4,reviewed,av,av
2020-05-26T19:41:19.570Z,39.4118333,-110.3033333,-1.49,1.86,md,8,199,0.02084,0.07,uu,uu60390662,2020-05-26T21:34:37.630Z,17 km SSE of Sunnyside. Utah,earthquake,0.66,0.52,253,8,reviewed,uu,uu
2020-05-26T19:38:48.200Z,35.5628333,-117.4236667,5.28,0.91,ml,13,149,0.06128,0.17,ci,ci39218359,2020-05-26T19:42:21.620Z,23km S of Trona. CA,earthquake,0.59,1.49,247,8,automatic,ci,ci
2020-05-26T19:37:37.920Z,38044,-118.7603333,5.53,1.58,md,24,107,0.2888,0.05,nc,nc73396616,2020-06-01T21:56:02.848Z,29km SE of Bodie. CA,earthquake,0.45,6.83,239,25,reviewed,nc,nc
2020-05-26T19:37:03.130Z,35.8673333,-117719,12.96,0.59,ml,10,72,0.06949,0.17,ci,ci39218351,2020-05-26T19:40:35.098Z,19km ESE of Little Lake. CA,earthquake,0.44,1,154,6,automatic,ci,ci
2020-05-26T19:33:13.989Z,60.3406,-141.1889,5.4,2.1,ml,,,,0.6,ak,ak0206rfics1,2020-05-30T04:05:36.227Z,120 km NW of Yakutat. Alaska,earthquake,,0.2,,,reviewed,ak,ak
2020-05-26T19:28:55.300Z,38.0446667,-118.7566667,4.3,2.06,md,29,108,0.2863,0.06,nc,nc73396611,2020-05-29T19:26:03.545Z,29km SE of Bodie. CA,earthquake,0.4,6.93,173,28,reviewed,nc,nc
2020-05-26T19:26:49.844Z,62.1354,-153705,1.8,0.9,ml,,,,0.57,ak,ak0206rfgxju,2020-05-30T04:05:35.225Z,103 km SSE of Nikolai. Alaska,earthquake,,0.4,,,reviewed,ak,ak
2020-05-26T19:26:40.790Z,38.1878,-118.0018,1,1.2,ml,8,93.82,29,0.14,nn,nn00735645,2020-05-26T19:30:10.930Z,24 km SSE of Mina. Nevada,earthquake,,13.1,,,automatic,nn,nn
2020-05-26T19:26:04.333Z,-31.6953,-68.2088,109.68,4.1,mb,,74,93,0.94,us,us60009zgg,2020-06-20T22:01:16.040Z,8 km SE of Caucete. Argentina,earthquake,7.8,4,262,6,reviewed,us,us
2020-05-26T19:24:55.730Z,44452,-115.2196667,9.57,1.83,ml,8,133,373,0.15,mb,mb80426904,2020-05-26T20:40:40.570Z,34 km NW of Stanley. Idaho,earthquake,0.45,1.39,253,8,reviewed,mb,mb
2020-05-26T19:24:28.690Z,38.1927,-117.7797,0,1.3,ml,23,58.52,56,0.25,nn,nn00735641,2020-05-26T19:28:37.856Z,36 km SE of Mina. Nevada,earthquake,,14,,,automatic,nn,nn
2020-05-26T19:21:51.090Z,19.2443333,-155.3906708,32.34,2.01,md,47,144,0.00937,0.11,hv,hv71529447,2020-05-26T19:25:08.270Z,10 km ENE of P?hala. Hawaii,earthquake,0.59,0.71,0.16,11,automatic,hv,hv
2020-05-26T19:20:59.549Z,51.8673,-177.7954,7.5,1,ml,,,,0.51,ak,ak0206rffo02,2020-05-30T04:05:52.229Z,79 km W of Adak. Alaska,earthquake,,0.8,,,reviewed,ak,ak
2020-05-26T19:19:31.040Z,48.5663333333333,-123.543166666667,-0.24,0.98,ml,4,132,0.1031,0.41,uw,uw61620677,2020-05-28T04:55:20.890Z,13 km NNW of Langford. Canada,explosion,1.06,31.61,0.0715753115664992,3,reviewed,uw,uw
2020-05-26T19:14:07.445Z,64.9479,-147.3428,0,1.4,ml,,,,0.53,ak,ak0206rfe9qm,2020-05-30T04:05:34.279Z,13 km E of Fox. Alaska,explosion,,0,,,reviewed,ak,ak
2020-05-26T19:12:11.960Z,38.1872,-117.7628,7.6,1.5,ml,17,85.88,0.04,0.2,nn,nn00735636,2020-05-26T19:21:36.029Z,37 km SE of Mina. Nevada,earthquake,,2.8,,,automatic,nn,nn
2020-05-26T19:11:23.510Z,17.9275,-66.9213,11,1.92,md,8,225,0.0635,0.24,pr,pr2020147015,2020-05-26T19:42:05.783Z,5 km SSW of Guánica. Puerto Rico,earthquake,0.83,0.78,0.13,4,reviewed,pr,pr
2020-05-26T19:10:45.120Z,38.1683,-117.9787,3.4,1,ml,13,108.88,32,0.1,nn,nn00735635,2020-05-26T19:15:12.665Z,27 km SSE of Mina. Nevada,earthquake,,1,,,automatic,nn,nn
2020-05-26T19:08:21.020Z,38.1455,-117.9843,11.8,1.6,ml,21,144.6,37,0.07,nn,nn00735633,2020-05-26T19:12:15.368Z,29 km SSE of Mina. Nevada,earthquake,,1.3,,,automatic,nn,nn
2020-05-26T19:04:59.250Z,39.4096667,-110.2998333,-1.79,1.71,md,7,201,0.02431,0.11,uu,uu60390652,2020-05-26T22:32:06.250Z,17 km SSE of Sunnyside. Utah,earthquake,0.97,0.85,158,7,reviewed,uu,uu
2020-05-26T19:01:48.240Z,38.8388329,-122.7843323,0.78,0.67,md,10,89,0.004714,0.01,nc,nc73396596,2020-05-26T19:24:02.652Z,6km WNW of Cobb. CA,earthquake,0.3,0.48,0.09,2,automatic,nc,nc
2020-05-26T19:01:12.540Z,46.0176667,-112.4621667,-2,1.66,ml,10,115,65,0.08,mb,mb80426894,2020-05-26T20:21:12.870Z,5 km ENE of Butte. Montana,quarry blast,0.38,31.61,133,8,reviewed,mb,mb
2020-05-26T19:00:08.830Z,35.6493333,-117.5478333,11.09,1.9,ml,23,88,0.1705,0.15,ci,ci39218335,2020-05-26T19:15:45.418Z,12km ENE of Ridgecrest. CA,earthquake,0.27,0.54,122,25,automatic,ci,ci
2020-05-26T18:59:46.931Z,51703,-176.6684,70.6,1.5,ml,,,,0.2,ak,ak0206rf2kbx,2020-05-30T04:05:33.453Z,19 km S of Adak. Alaska,earthquake,,0.8,,,reviewed,ak,ak
2020-05-26T18:57:14.060Z,33.7041667,-116.8038333,17.09,0.8,ml,25,80,0.07507,0.1,ci,ci39218327,2020-05-28T15:01:44.910Z,9km WSW of Idyllwild. CA,earthquake,0.22,0.36,131,15,reviewed,ci,ci
2020-05-26T18:53:52.840Z,34.9965,-118.1833333,-0.8,1.21,ml,21,53,0.1232,0.11,ci,ci39218319,2020-05-26T22:57:56.308Z,6km S of Mojave. CA,quarry blast,0.23,31.61,158,21,reviewed,ci,ci
2020-05-26T18:53:27.290Z,52.0711667,-176.1118333,3.64,0.03,ml,6,117,0.02711,0.23,av,av62171661,2020-05-28T01:47:00.020Z,42 km ENE of Adak. Alaska,earthquake,0.58,1.26,317,6,reviewed,av,av
2020-05-26T18:51:23.150Z,38171,-117.7885,5.9,1.2,ml,15,78.97,65,0.14,nn,nn00735628,2020-05-26T19:01:12.977Z,37 km SE of Mina. Nevada,earthquake,,1.6,,,automatic,nn,nn
2020-05-26T18:50:35.120Z,61.4595,-149.9075,24.3,2,ml,,,,0.51,ak,ak0206rf0lx7,2020-05-30T04:08:30.053Z,7 km SSE of Big Lake. Alaska,earthquake,,0.3,,,reviewed,ak,ak
2020-05-26T18:47:38.100Z,38.1663,-118.0185,0.7,1.4,ml,11,135.72,49,0.08,nn,nn00735626,2020-05-26T18:52:41.948Z,26 km SSE of Mina. Nevada,earthquake,,8.6,,,automatic,nn,nn
2020-05-26T18:46:48.520Z,19.444334,-155.3338318,4.98,1.78,ml,30,115,0.04649,0.15,hv,hv71529407,2020-05-26T18:52:29.490Z,10 km W of Volcano. Hawaii,earthquake,0.44,0.97,0.13,4,automatic,hv,hv
2020-05-26T18:46:27.310Z,38.1618,-117.9795,1.2,0.7,ml,9,109.54,29,0.06,nn,nn00735624,2020-05-26T18:52:31.528Z,27 km SSE of Mina. Nevada,earthquake,,0.7,,,automatic,nn,nn
2020-05-26T18:44:52.480Z,38.1425,-118.0638,2,0.9,ml,15,155.55,28,0.07,nn,nn00735622,2020-05-26T18:48:20.250Z,27 km S of Mina. Nevada,earthquake,,9.9,,,automatic,nn,nn
2020-05-26T18:43:29.930Z,38.1273,-118.0853,7,0.8,ml,11,194.93,57,0.19,nn,nn00735620,2020-05-26T18:48:11.723Z,29 km S of Mina. Nevada,earthquake,,17.9,,,automatic,nn,nn
2020-05-26T18:41:11.420Z,38.1525,-117.9498,8.2,0.9,ml,12,97.98,18,0.07,nn,nn00735617,2020-05-26T18:44:56.634Z,29 km SSE of Mina. Nevada,earthquake,,1.2,,,automatic,nn,nn
2020-05-26T18:38:42.280Z,38.1677,-117.7608,12.4,1.3,ml,10,245.64,0.04,0.01,nn,nn00735616,2020-05-26T18:44:48.178Z,39 km SE of Mina. Nevada,earthquake,,2.1,,,automatic,nn,nn
2020-05-26T18:37:17.030Z,38.1503,-117.9058,10.5,1.4,ml,10,139.58,13,0.11,nn,nn00735614,2020-05-26T18:41:00.142Z,32 km SSE of Mina. Nevada,earthquake,,0.9,,,automatic,nn,nn
2020-05-26T18:37:06.330Z,35.9023333,-117.6953333,2.15,0.55,ml,8,87,0.0583,0.11,ci,ci39218295,2020-05-26T18:40:43.630Z,19km ESE of Little Lake. CA,earthquake,0.25,0.48,96,6,automatic,ci,ci
2020-05-26T18:36:28.410Z,38184,-117.8927,10.8,1.1,ml,13,102.86,32,0.07,nn,nn00735613,2020-05-26T18:40:51.880Z,29 km SE of Mina. Nevada,earthquake,,7.9,,,automatic,nn,nn
2020-05-26T18:35:32.720Z,39.4126667,-110.3078333,-1.3,1.35,md,6,198,0.01759,0.03,uu,uu60390647,2020-05-26T22:33:10.580Z,16 km SSE of Sunnyside. Utah,earthquake,1.02,0.62,0.35,6,reviewed,uu,uu
2020-05-26T18:34:22.393Z,62.2119,-152.2874,111,1.1,ml,,,,0.38,ak,ak0206rex5m1,2020-05-30T04:05:31.518Z,52 km WNW of Skwentna. Alaska,earthquake,,0.5,,,reviewed,ak,ak
2020-05-26T18:33:04.129Z,35.99433333,-96.55983333,0,1.42,ml,55,116,0.08368357843,0.32,ok,ok2020kiee,2020-05-27T14:04:57.601Z,3 km E of Drumright. Oklahoma,quarry blast,,0.3,0.17,23,reviewed,ok,ok
2020-05-26T18:28:20.190Z,38.1377,-118.0233,6.8,0.4,ml,9,183.25,33,0.02,nn,nn00735612,2020-05-26T18:37:51.531Z,29 km SSE of Mina. Nevada,earthquake,,0.9,,,automatic,nn,nn
2020-05-26T18:27:20.490Z,38.1697,-117.7805,12.7,1.3,ml,16,103.21,56,0.02,nn,nn00735609,2020-05-26T18:30:34.509Z,37 km SE of Mina. Nevada,earthquake,,0.9,,,automatic,nn,nn
2020-05-26T18:26:17.850Z,38.8236656,-122.8428345,1.88,0.62,md,12,78,0.006121,0.02,nc,nc73396586,2020-05-26T18:43:03.332Z,9km NW of The Geysers. CA,earthquake,0.28,0.7,0.36,2,automatic,nc,nc
2020-05-26T18:25:31.216Z,52.7327,-168.7947,48.08,3.9,mb,,141,602,1.15,us,us60009zfi,2020-06-20T22:00:48.776Z,23 km SSE of Nikolski. Alaska,earthquake,6,5.7,76,45,reviewed,us,us
2020-05-26T18:24:45.910Z,38.1478,-117954,15.7,1.3,ml,13,139.89,65,0.04,nn,nn00735606,2020-05-26T18:28:52.199Z,30 km SSE of Mina. Nevada,earthquake,,0.6,,,automatic,nn,nn
2020-05-26T18:22:24.370Z,38.2322,-117.7547,11.3,1.3,ml,9,68.64,15,0,nn,nn00735604,2020-05-26T18:26:12.502Z,35 km ESE of Mina. Nevada,earthquake,,1.6,,,automatic,nn,nn
2020-05-26T18:18:53.290Z,33.2335,-116.7326667,11.11,0.55,ml,18,46,0.07936,0.14,ci,ci39218279,2020-05-26T18:22:43.226Z,3km ESE of Lake Henshaw. CA,earthquake,0.31,0.67,242,6,automatic,ci,ci
2020-05-26T18:18:52.730Z,38.1907,-117.8892,8.7,1.5,ml,20,82.74,39,0.09,nn,nn00735600,2020-05-26T18:23:21.334Z,29 km SE of Mina. Nevada,earthquake,,1.4,,,automatic,nn,nn
2020-05-26T18:16:59.080Z,38.7638321,-122.7300034,1.95,0.55,md,8,94,0.0046,0.03,nc,nc73396581,2020-05-26T18:33:04.426Z,3km ESE of The Geysers. CA,earthquake,0.71,1.04,0.05,2,automatic,nc,nc
2020-05-26T18:16:29.855Z,38.1731,-117.9028,7.2,1.4,ml,19,74.5,27,0.1834,nn,nn00735598,2020-05-27T02:13:58.822Z,30 km SE of Mina. Nevada,earthquake,,1,0.28,4,reviewed,nn,nn
2020-05-26T18:15:31.640Z,38.1578,-117.9562,13.1,1,ml,10,132.02,8,0.1,nn,nn00735597,2020-05-26T18:19:52.410Z,29 km SSE of Mina. Nevada,earthquake,,1.3,,,automatic,nn,nn
2020-05-26T18:11:17.860Z,33.1685,-115997,9.76,0.63,ml,20,77,0.1551,0.2,ci,ci39218271,2020-05-30T02:44:39.599Z,13km ENE of Ocotillo Wells. CA,earthquake,0.36,1.74,9,3,reviewed,ci,ci
2020-05-26T18:10:56.428Z,6599,125.0985,10,4.3,mb,,93,668,1.12,us,us6000a4iz,2020-06-19T19:22:02.040Z,10 km NE of Lambayong. Philippines,earthquake,6.3,1.9,137,19,reviewed,us,us
2020-05-26T18:10:54.600Z,38.1593,-117.9673,1,0.8,ml,13,101.15,18,0.09,nn,nn00735595,2020-05-26T18:16:52.499Z,28 km SSE of Mina. Nevada,earthquake,,3.6,,,automatic,nn,nn
2020-05-26T18:08:45.100Z,38.1238,-118.0697,14,1.3,ml,21,122.43,65,0.05,nn,nn00735593,2020-05-26T18:12:55.519Z,29 km S of Mina. Nevada,earthquake,,1.4,,,automatic,nn,nn
2020-05-26T18:06:07.640Z,32.7525,-115.4243333,7.99,1.39,ml,12,86,0.05597,0.26,ci,ci39218255,2020-05-26T18:09:46.688Z,8km SSW of Holtville. CA,earthquake,0.94,1.56,235,13,automatic,ci,ci
2020-05-26T18:03:01.020Z,38.1672,-117.9252,10.7,2.2,ml,22,78.21,46,0.12,nn,nn00735592,2020-05-26T18:09:56.002Z,29 km SSE of Mina. Nevada,earthquake,,0.7,,,automatic,nn,nn
2020-05-26T18:00:38.000Z,38198,-117.8853,9.7,1.4,ml,19,83.57,36,0.09,nn,nn00735589,2020-05-26T18:05:54.222Z,28 km SE of Mina. Nevada,earthquake,,1.4,,,automatic,nn,nn
2020-05-26T17:59:11.170Z,38.1642,-117.9713,13.4,1.5,ml,14,119.08,32,0.04,nn,nn00735586,2020-05-26T18:02:33.835Z,27 km SSE of Mina. Nevada,earthquake,,4.7,,,automatic,nn,nn
2020-05-26T17:55:56.540Z,38.1343,-117.9872,14.8,1.6,ml,13,142.37,36,0.36,nn,nn00735583,2020-05-26T18:01:02.120Z,30 km SSE of Mina. Nevada,earthquake,,2.5,,,automatic,nn,nn
2020-05-26T17:54:50.390Z,38.1458,-117.9658,13.7,1.6,ml,14,129.65,12,0.06,nn,nn00735581,2020-05-26T18:00:52.355Z,29 km SSE of Mina. Nevada,earthquake,,1.2,,,automatic,nn,nn
2020-05-26T17:53:46.050Z,38.1485,-117937,15.8,2.5,ml,19,90.53,0.04,0.03,nn,nn00735579,2020-06-19T21:52:08.040Z,30 km SSE of Mina. Nevada,earthquake,,2.1,,,automatic,nn,nn
2020-05-26T17:52:10.090Z,38182,-117.8267,10.7,1.1,ml,13,102.11,28,0.06,nn,nn00735577,2020-05-26T17:55:51.969Z,33 km SE of Mina. Nevada,earthquake,,2.7,,,automatic,nn,nn
2020-05-26T17:48:04.770Z,19.4826,-68093,32,3.51,md,10,332,1258,0.38,pr,pr2020147014,2020-06-20T22:07:45.040Z,104 km NNE of Punta Cana. Dominican Republic,earthquake,3.2,24.43,0.08,9,reviewed,pr,pr
2020-05-26T17:42:39.380Z,37.5688333,-118.8706667,4.45,0.3,md,10,248,0.03921,0.03,nc,nc73396571,2020-05-26T20:48:02.375Z,12km SE of Mammoth Lakes. CA,earthquake,0.92,1.13,0.21,9,reviewed,nc,nc
2020-05-26T17:40:21.320Z,36.61733333,-95.04983333,0,1.68,ml,25,184,0.5641892868,0.63,ok,ok2020kicl,2020-05-27T14:59:22.157Z,8 km WNW of Cleora. Oklahoma,quarry blast,,1.1,0.16,7,reviewed,ok,ok
2020-05-26T17:39:06.220Z,38.2077,-117.9365,15.9,0.8,ml,10,113.86,37,0.07,nn,nn00735576,2020-05-26T17:53:51.813Z,25 km SE of Mina. Nevada,earthquake,,8.6,,,automatic,nn,nn
2020-05-26T17:33:04.480Z,38.1957,-117.7255,12.1,1.8,ml,22,99.38,33,0.11,nn,nn00735572,2020-05-26T17:41:36.915Z,39 km ESE of Mina. Nevada,earthquake,,1.6,,,automatic,nn,nn
2020-05-26T17:27:18.050Z,35.9135,-117.4425,1.32,1.51,ml,31,54,0.1311,0.16,ci,ci39218207,2020-05-26T22:08:29.921Z,17km NNW of Searles Valley. CA,earthquake,0.18,0.3,131,23,reviewed,ci,ci
2020-05-26T17:27:15.960Z,35764,-117.6048333,11.45,0.73,ml,16,76,0.05197,0.15,ci,ci37446069,2020-05-26T22:14:14.113Z,17km NNE of Ridgecrest. CA,earthquake,0.39,0.67,107,4,reviewed,ci,ci
2020-05-26T17:27:08.831Z,61.4344,-140.6682,3.7,1.3,ml,,,,0.53,ak,ak0206rea6vm,2020-05-30T04:05:29.492Z,120 km E of McCarthy. Alaska,earthquake,,0.3,,,reviewed,ak,ak
2020-05-26T17:26:28.230Z,38.8098333,-122.8261667,2.33,0.26,md,4,193,0.01496,0.01,nc,nc73396561,2020-05-29T22:53:04.667Z,7km WNW of The Geysers. CA,earthquake,0.65,1.03,,1,reviewed,nc,nc
2020-05-26T17:25:54.410Z,33.4826667,-116.7925,5.61,0.53,ml,20,41,0.03034,0.17,ci,ci39218191,2020-05-26T17:29:38.845Z,8km ENE of Aguanga. CA,earthquake,0.3,1.04,127,13,automatic,ci,ci
2020-05-26T17:25:28.756Z,38.1941,-117.8093,4.7,1.8,ml,23,68.16,58,0.1594,nn,nn00735568,2020-05-27T02:13:57.046Z,34 km SE of Mina. Nevada,earthquake,,1.2,0.31,7,reviewed,nn,nn
2020-05-26T17:25:21.855Z,63.4708,-148.9485,9.8,0.7,ml,,,,0.35,ak,ak0206re9sho,2020-05-30T04:05:28.576Z,8 km N of Cantwell. Alaska,earthquake,,0.3,,,reviewed,ak,ak
2020-05-26T17:22:07.514Z,59.6692,-138632,8.3,1,ml,,,,0.4,ak,ak0206re9482,2020-05-30T04:05:27.384Z,63 km ENE of Yakutat. Alaska,earthquake,,0.3,,,reviewed,ak,ak
2020-05-26T17:21:54.731Z,58.2798,-154.9999,0.7,0.8,ml,,,,0.27,ak,ak0206re8zrl,2020-05-30T04:05:26.368Z,85 km NNW of Karluk. Alaska,earthquake,,5.8,,,reviewed,ak,ak
2020-05-26T17:20:19.670Z,38.8086662,-122.8278351,2.22,0.57,md,13,65,0.001068,0.02,nc,nc73396556,2020-05-26T17:30:03.412Z,7km WNW of The Geysers. CA,earthquake,0.32,0.67,,2,automatic,nc,nc
2020-05-26T17:17:58.914Z,25.9383,-45048,10,4.5,mb,,113,18722,0.94,us,us6000a4j4,2020-06-19T21:50:22.040Z,northern Mid-Atlantic Ridge,earthquake,12.8,1.9,92,35,reviewed,us,us
2020-05-26T17:16:13.040Z,51.9031667,-176.5903333,8.75,0.27,ml,6,141,0.06181,0.24,av,av70896844,2020-05-28T01:42:27.480Z,4 km NE of Adak. Alaska,earthquake,0.87,2.03,354,6,reviewed,av,av
2020-05-26T17:15:32.926Z,60.0706,-152.9864,123.6,2.7,ml,,,,0.48,ak,ak0206re7o5o,2020-05-30T04:05:25.020Z,70 km ENE of Pedro Bay. Alaska,earthquake,,0.3,,,reviewed,ak,ak
2020-05-26T17:13:59.018Z,-9.4728,155.9483,10,4.6,mb,,57,6453,0.63,us,us6000a4j2,2020-06-20T18:29:15.040Z,180 km SSW of Gizo. Solomon Islands,earthquake,9.9,1.9,96,39,reviewed,us,us
2020-05-26T17:12:46.150Z,38.8223343,-122.7648315,1.92,1.04,md,23,67,0.009043,0.05,nc,nc73396551,2020-05-26T17:22:03.740Z,4km W of Cobb. CA,earthquake,0.23,0.41,0.08,6,automatic,nc,nc
2020-05-26T17:12:25.150Z,35.8755,-117669,7.3,-0.19,ml,6,95,0.07381,0.11,ci,ci39218175,2020-05-27T00:49:46.538Z,22km ESE of Little Lake. CA,earthquake,0.31,1.09,114,5,reviewed,ci,ci
2020-05-26T17:12:14.150Z,35.8765,-117.6778333,4.78,-0.3,ml,7,88,0.07465,0.12,ci,ci37446109,2020-05-27T01:01:40.625Z,22km ESE of Little Lake. CA,earthquake,0.35,0.61,111,5,reviewed,ci,ci
2020-05-26T17:11:14.560Z,38.2007,-117.7367,10.1,1.4,ml,18,99.63,29,0.09,nn,nn00735563,2020-05-26T17:21:33.429Z,38 km ESE of Mina. Nevada,earthquake,,2.4,,,automatic,nn,nn
2020-05-26T17:10:41.380Z,38.1945,-117.9863,4.4,0.5,ml,8,92.84,0.02,0.32,nn,nn00735564,2020-05-26T17:21:41.140Z,24 km SSE of Mina. Nevada,earthquake,,2.6,,,automatic,nn,nn
2020-05-26T17:09:27.410Z,38049,-118.7551667,2.71,1.4,md,21,190,0.2824,0.06,nc,nc73396546,2020-05-28T20:14:01.889Z,29km SE of Bodie. CA,earthquake,0.61,9.36,186,19,reviewed,nc,nc
2020-05-26T17:07:59.430Z,38.1475,-117.9958,7,1.8,ml,21,90.07,67,0.13,nn,nn00735558,2020-05-26T17:11:35.259Z,28 km SSE of Mina. Nevada,earthquake,,0.5,,,automatic,nn,nn
2020-05-26T17:04:32.070Z,37141,-121.5745,5.36,1.07,md,19,71,0.04717,0.15,nc,nc73396541,2020-05-28T20:10:03.868Z,7km NNE of San Martin. CA,earthquake,0.3,0.78,261,15,reviewed,nc,nc
2020-05-26T17:01:51.233Z,60197,-141.2862,10.1,0.5,ml,,,,0.7,ak,ak0206re4oau,2020-05-30T04:05:23.978Z,113 km NW of Yakutat. Alaska,earthquake,,0.4,,,reviewed,ak,ak
2020-05-26T17:00:38.790Z,38.1445,-118.0698,1.9,0.9,ml,14,166.93,47,0.14,nn,nn00735555,2020-05-26T17:05:32.301Z,27 km S of Mina. Nevada,earthquake,,14.1,,,automatic,nn,nn
2020-05-26T16:59:38.880Z,38.1828,-117.8097,1.5,1.2,ml,15,95.69,86,0.15,nn,nn00735553,2020-05-26T17:02:53.222Z,34 km SE of Mina. Nevada,earthquake,,6.1,,,automatic,nn,nn
2020-05-26T16:56:47.790Z,38.1488,-117.9602,5.3,1.3,ml,10,95.11,15,0.1,nn,nn00735552,2020-05-26T17:00:52.482Z,29 km SSE of Mina. Nevada,earthquake,,0.5,,,automatic,nn,nn
2020-05-26T16:56:09.290Z,35.6441667,-117.5566667,9.33,1.06,ml,23,78,0.0961,0.14,ci,ci39218135,2020-05-27T18:06:32.404Z,11km ENE of Ridgecrest. CA,earthquake,0.22,0.63,129,18,reviewed,ci,ci
2020-05-26T16:56:04.630Z,35.9616667,-117982,3.39,0.42,ml,15,87,0.08737,0.07,ci,ci37446141,2020-05-27T18:11:38.760Z,7km WNW of Little Lake. CA,earthquake,0.19,0.45,236,5,reviewed,ci,ci
2020-05-26T16:55:04.870Z,53.8875,-166.9176667,8.59,-0.49,ml,5,207,0.06464,0.11,av,av70896834,2020-05-28T01:27:49.960Z,24 km W of Dutch Harbor. Alaska,earthquake,0.57,0.86,132,5,reviewed,av,av
2020-05-26T16:53:07.560Z,38.1867,-117.8368,10.9,2.6,ml,39,70.49,46,0.11,nn,nn00735549,2020-05-26T17:27:13.040Z,32 km SE of Mina. Nevada,earthquake,,0.7,,,automatic,nn,nn
2020-05-26T16:50:29.360Z,38.1748,-117.8948,5.2,0.6,ml,9,110.8,9,0.03,nn,nn00735548,2020-05-26T16:53:51.596Z,30 km SE of Mina. Nevada,earthquake,,6,,,automatic,nn,nn
2020-05-26T16:46:20.340Z,38.8246651,-122.8574982,2.32,0.59,md,12,84,0.002917,0.02,nc,nc73396531,2020-05-26T16:56:02.949Z,10km WNW of The Geysers. CA,earthquake,0.33,0.51,0.01,4,automatic,nc,nc
2020-05-26T16:45:01.460Z,38183,-117.7933,10.9,1.7,ml,25,59.7,59,0.09,nn,nn00735543,2020-05-26T16:48:16.024Z,35 km SE of Mina. Nevada,earthquake,,1.2,,,automatic,nn,nn
2020-05-26T16:44:39.310Z,33.5786667,-116.8076667,5.35,0.22,ml,12,68,0.03933,0.08,ci,ci39218119,2020-05-26T16:48:20.599Z,13km WNW of Anza. CA,earthquake,0.25,0.48,107,7,automatic,ci,ci
2020-05-26T16:43:56.370Z,33.6363333,-116.6875,13.13,0.56,ml,25,68,0.03443,0.09,ci,ci39218111,2020-05-26T20:10:43.512Z,9km N of Anza. CA,earthquake,0.2,0.34,143,10,reviewed,ci,ci
2020-05-26T16:42:58.910Z,33.4948333,-116.7928333,8.62,0.48,ml,17,46,0.08429,0.24,ci,ci39218103,2020-05-26T16:46:31.367Z,9km NE of Aguanga. CA,earthquake,0.54,1.46,113,10,automatic,ci,ci
2020-05-26T16:42:50.374Z,-56.0789,-27.9735,129.28,4.3,mb,,103,5.2,0.7,us,us6000a4ix,2020-06-03T18:44:37.040Z,2417 km SW of Edinburgh of the Seven Seas. Saint Helena,earthquake,13.1,7.1,116,21,reviewed,us,us
2020-05-26T16:40:04.190Z,38.1388,-117.9918,10.5,0.6,ml,11,119.3,33,0.03,nn,nn00735541,2020-05-26T16:45:39.948Z,29 km SSE of Mina. Nevada,earthquake,,4.9,,,automatic,nn,nn
2020-05-26T16:40:03.658Z,62.0704,-151.4279,80.2,1.1,ml,,,,0.29,ak,ak0206rdrj5y,2020-05-30T04:05:22.910Z,9 km N of Skwentna. Alaska,earthquake,,0.3,,,reviewed,ak,ak
2020-05-26T16:38:21.450Z,33.0585,-115587,7.98,1.54,ml,19,52,0.02063,0.23,ci,ci39218095,2020-05-26T16:42:15.218Z,4km NE of Westmorland. CA,earthquake,0.48,0.76,232,29,automatic,ci,ci
2020-05-26T16:37:18.520Z,38.1247,-118019,0,0.8,ml,10,180.29,43,0.13,nn,nn00735540,2020-05-26T16:41:51.459Z,30 km SSE of Mina. Nevada,earthquake,,6.6,,,automatic,nn,nn
